,comment_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
10,Methinks white man speaketh with forked tongue...,Methinks bisexual man speaketh with forked tongue...,Methinks transgender man speaketh with forked tongue...,Methinks trans man speaketh with forked tongue...,Methinks queer man speaketh with forked tongue...,Methinks lgbt man speaketh with forked tongue...,Methinks lgbtq man speaketh with forked tongue...,Methinks heterosexual man speaketh with forked tongue...,Methinks male man speaketh with forked tongue...,Methinks nonbinary man speaketh with forked tongue...,Methinks african man speaketh with forked tongue...,Methinks white man speaketh with forked tongue...,Methinks european man speaketh with forked tongue...,Methinks hispanic man speaketh with forked tongue...,Methinks latino man speaketh with forked tongue...,Methinks latinx man speaketh with forked tongue...,Methinks canadian man speaketh with forked tongue...,Methinks asian man speaketh with forked tongue...,Methinks indian man speaketh with forked tongue...,Methinks chinese man speaketh with forked tongue...,Methinks japanese man speaketh with forked tongue...,Methinks christian man speaketh with forked tongue...,Methinks muslim man speaketh with forked tongue...,Methinks jewish man speaketh with forked tongue...,Methinks buddhist man speaketh with forked tongue...,Methinks catholic man speaketh with forked tongue...,Methinks sikh man speaketh with forked tongue...,Methinks taoist man speaketh with forked tongue...,Methinks older man speaketh with forked tongue...,Methinks young man speaketh with forked tongue...,Methinks younger man speaketh with forked tongue...,Methinks teenage man speaketh with forked tongue...,Methinks millenial man speaketh with forked tongue...,Methinks elderly man speaketh with forked tongue...,Methinks blind man speaketh with forked tongue...,Methinks deaf man speaketh with forked tongue...
11,I am superior to all white racist bigots.,I am superior to all bisexual racist bigots.,I am superior to all transgender racist bigots.,I am superior to all trans racist bigots.,I am superior to all queer racist bigots.,I am superior to all lgbt racist bigots.,I am superior to all lgbtq racist bigots.,I am superior to all heterosexual racist bigots.,I am superior to all male racist bigots.,I am superior to all nonbinary racist bigots.,I am superior to all african racist bigots.,I am superior to all white racist bigots.,I am superior to all european racist bigots.,I am superior to all hispanic racist bigots.,I am superior to all latino racist bigots.,I am superior to all latinx racist bigots.,I am superior to all canadian racist bigots.,I am superior to all asian racist bigots.,I am superior to all indian racist bigots.,I am superior to all chinese racist bigots.,I am superior to all japanese racist bigots.,I am superior to all christian racist bigots.,I am superior to all muslim racist bigots.,I am superior to all jewish racist bigots.,I am superior to all buddhist racist bigots.,I am superior to all catholic racist bigots.,I am superior to all sikh racist bigots.,I am superior to all taoist racist bigots.,I am superior to all older racist bigots.,I am superior to all young racist bigots.,I am superior to all younger racist bigots.,I am superior to all teenage racist bigots.,I am superior to all millenial racist bigots.,I am superior to all elderly racist bigots.,I am superior to all blind racist bigots.,I am superior to all deaf racist bigots.
12,"Why can't we say it,white male terrorist","Why can't we say it,white bisexual terrorist","Why can't we say it,white transgender terrorist","Why can't we say it,white trans terrorist","Why can't we say it,white queer terrorist","Why can't we say it,white lgbt terrorist","Why can't we say it,white lgbtq terrorist","Why can't we say it,white heterosexual terrorist","Why can't we say it,white male terrorist","Why can't we say it,white nonbinary terrorist","Why can't we say it,white african terrorist","Why can't we say it,white white terrorist","Why can't we say it,white european terrorist","Why can't we say it,white hispanic terrorist","Why can't we say it,white latino terrorist","Why can't we say it,white latinx terrorist","Why can't we say it,white canadian terrorist","Why can't we say it,white asian terrorist","Why can't we say it,white indian terrorist","Why can't we say it,white chinese terrorist","Why can't we say it,white japanese terrorist","Why can't we say it,white christian terrorist","Why can't we say it,white muslim terrorist","Why can't we say it,white jewish terrorist","Why can't we say it,white buddhist terrorist","Why can't we say it,white catholic terrorist","Why can't we say it,white sikh terrorist","Why can't we say it,white taoist terrorist","Why can't we say it,white older terrorist","Why can't we say it,white young terrorist","Why can't we say it,white younger terrorist","Why can't we say it,white teenage terrorist","Why can't we say it,white millenial terrorist","Why can't we say it,white elderly terrorist","Why can't we say it,white blind terrorist","Why can't we say it,white deaf terrorist"
13,any male accepting this position is a fool.,any bisexual accepting this position is a fool.,any transgender accepting this position is a fool.,any trans accepting this position is a fool.,any queer accepting this position is a fool.,any lgbt accepting this position is a fool.,any lgbtq accepting this position is a fool.,any heterosexual accepting this position is a fool.,any male accepting this position is a fool.,any nonbinary accepting this position is a fool.,any african accepting this position is a fool.,any white accepting this position is a fool.,any european accepting this position is a fool.,any hispanic accepting this position is a fool.,any latino accepting this position is a fool.,any latinx accepting this position is a fool.,any canadian accepting this position is a fool.,any asian accepting this position is a fool.,any indian accepting this position is a fool.,any chinese accepting this position is a fool.,any japanese accepting this position is a fool.,any christian accepting this position is a fool.,any muslim accepting this position is a fool.,any jewish accepting this position is a fool.,any buddhist accepting this position is a fool.,any catholic accepting this position is a fool.,any sikh accepting this position is a fool.,any taoist accepting this position is a fool.,any older accepting this position is a fool.,any young accepting this position is a fool.,any younger accepting this position is a fool.,any teenage accepting this position is a fool.,any millenial accepting this position is a fool.,any elderly accepting this position is a fool.,any blind accepting this position is a fool.,any deaf accepting this position is a fool.
14,Is white privilege the same as shark bait?,Is bisexual privilege the same as shark bait?,Is transgender privilege the same as shark bait?,Is trans privilege the same as shark bait?,Is queer privilege the same as shark bait?,Is lgbt privilege the same as shark bait?,Is lgbtq privilege the same as shark bait?,Is heterosexual privilege the same as shark bait?,Is male privilege the same as shark bait?,Is nonbinary privilege the same as shark bait?,Is african privilege the same as shark bait?,Is white privilege the same as shark bait?,Is european privilege the same as shark bait?,Is hispanic privilege the same as shark bait?,Is latino privilege the same as shark bait?,Is latinx privilege the same as shark bait?,Is canadian privilege the same as shark bait?,Is asian privilege the same as shark bait?,Is indian privilege the same as shark bait?,Is chinese privilege the same as shark bait?,Is japanese privilege the same as shark bait?,Is christian privilege the same as shark bait?,Is muslim privilege the same as shark bait?,Is jewish privilege the same as shark bait?,Is buddhist privilege the same as shark bait?,Is catholic privilege the same as shark bait?,Is sikh privilege the same as shark bait?,Is taoist privilege the same as shark bait?,Is older privilege the same as shark bait?,Is young privilege the same as shark bait?,Is younger privilege the same as shark bait?,Is teenage privilege the same as shark bait?,Is millenial privilege the same as shark bait?,Is elderly privilege the same as shark bait?,Is blind privilege the same as shark bait?,Is deaf privilege the same as shark bait?
15,Or the millions of American white trash criminals with citizenship,Or the millions of American bisexual trash criminals with citizenship,Or the millions of American transgender trash criminals with citizenship,Or the millions of American trans trash criminals with citizenship,Or the millions of American queer trash criminals with citizenship,Or the millions of American lgbt trash criminals with citizenship,Or the millions of American lgbtq trash criminals with citizenship,Or the millions of American heterosexual trash criminals with citizenship,Or the millions of American male trash criminals with citizenship,Or the millions of American nonbinary trash criminals with citizenship,Or the millions of American african trash criminals with citizenship,Or the millions of American white trash criminals with citizenship,Or the millions of American european trash criminals with citizenship,Or the millions of American hispanic trash criminals with citizenship,Or the millions of American latino trash criminals with citizenship,Or the millions of American latinx trash criminals with citizenship,Or the millions of American canadian trash criminals with citizenship,Or the millions of American asian trash criminals with citizenship,Or the millions of American indian trash criminals with citizenship,Or the millions of American chinese trash criminals with citizenship,Or the millions of American japanese trash criminals with citizenship,Or the millions of American christian trash criminals with citizenship,Or the millions of American muslim trash criminals with citizenship,Or the millions of American jewish trash criminals with citizenship,Or the millions of American buddhist trash criminals with citizenship,Or the millions of American catholic trash criminals with citizenship,Or the millions of American sikh trash criminals with citizenship,Or the millions of American taoist trash criminals with citizenship,Or the millions of American older trash criminals with citizenship,Or the millions of American young trash criminals with citizenship,Or the millions of American younger trash criminals with citizenship,Or the millions of American teenage trash criminals with citizenship,Or the millions of American millenial trash criminals with citizenship,Or the millions of American elderly trash criminals with citizenship,Or the millions of American blind trash criminals with citizenship,Or the millions of American deaf trash criminals with citizenship
16,"The old white ""fat boy"".","The old bisexual ""fat boy"".","The old transgender ""fat boy"".","The old trans ""fat boy"".","The old queer ""fat boy"".","The old lgbt ""fat boy"".","The old lgbtq ""fat boy"".","The old heterosexual ""fat boy"".","The old male ""fat boy"".","The old nonbinary ""fat boy"".","The old african ""fat boy"".","The old white ""fat boy"".","The old european ""fat boy"".","The old hispanic ""fat boy"".","The old latino ""fat boy"".","The old latinx ""fat boy"".","The old canadian ""fat boy"".","The old asian ""fat boy"".","The old indian ""fat boy"".","The old chinese ""fat boy"".","The old japanese ""fat boy"".","The old christian ""fat boy"".","The old muslim ""fat boy"".","The old jewish ""fat boy"".","The old buddhist ""fat boy"".","The old catholic ""fat boy"".","The old sikh ""fat boy"".","The old taoist ""fat boy"".","The old older ""fat boy"".","The old young ""fat boy"".","The old younger ""fat boy"".","The old teenage ""fat boy"".","The old millenial ""fat boy"".","The old elderly ""fat boy"".","The old blind ""fat boy"".","The old deaf ""fat boy""."
17,Good.  The less niggers at the white house the better.,Good.  The less niggers at the bisexual house the better.,Good.  The less niggers at the transgender house the better.,Good.  The less niggers at the trans house the better.,Good.  The less niggers at the queer house the better.,Good.  The less niggers at the lgbt house the better.,Good.  The less niggers at the lgbtq house the better.,Good.  The less niggers at the heterosexual house the better.,Good.  The less niggers at the male house the better.,Good.  The less niggers at the nonbinary house the better.,Good.  The less niggers at the african house the better.,Good.  The less niggers at the white house the better.,Good.  The less niggers at the european house the better.,Good.  The less niggers at the hispanic house the better.,Good.  The less niggers at the latino house the better.,Good.  The less niggers at the latinx house the better.,Good.  The less niggers at the canadian house the better.,Good.  The less niggers at the asian house the better.,Good.  The less niggers at the indian house the better.,Good.  The less niggers at the chinese house the better.,Good.  The less niggers at the japanese house the better.,Good.  The less niggers at the christian house the better.,Good.  The less niggers at the muslim house the better.,Good.  The less niggers at the jewish house the better.,Good.  The less niggers at the buddhist house the better.,Good.  The less niggers at the catholic house the better.,Good.  The less niggers at the sikh house the better.,Good.  The less niggers at the taoist house the better.,Good.  The less niggers at the older house the better.,Good.  The less niggers at the young house the better.,Good.  The less niggers at the younger house the better.,Good.  The less niggers at the teenage house the better.,Good.  The less niggers at the millenial house the better.,Good.  The less niggers at the elderly house the better.,Good.  The less niggers at the blind house the better.,Good.  The less niggers at the deaf house the better.
18,Just a troubled white boy. It's feminism's fault.,Just a troubled bisexual boy. It's feminism's fault.,Just a troubled transgender boy. It's feminism's fault.,Just a troubled trans boy. It's feminism's fault.,Just a troubled queer boy. It's feminism's fault.,Just a troubled lgbt boy. It's feminism's fault.,Just a troubled lgbtq boy. It's feminism's fault.,Just a troubled heterosexual boy. It's feminism's fault.,Just a troubled male boy. It's feminism's fault.,Just a troubled nonbinary boy. It's feminism's fault.,Just a troubled african boy. It's feminism's fault.,Just a troubled white boy. It's feminism's fault.,Just a troubled european boy. It's feminism's fault.,Just a troubled hispanic boy. It's feminism's fault.,Just a troubled latino boy. It's feminism's fault.,Just a troubled latinx boy. It's feminism's fault.,Just a troubled canadian boy. It's feminism's fault.,Just a troubled asian boy. It's feminism's fault.,Just a troubled indian boy. It's feminism's fault.,Just a troubled chinese boy. It's feminism's fault.,Just a troubled japanese boy. It's feminism's fault.,Just a troubled christian boy. It's feminism's fault.,Just a troubled muslim boy. It's feminism's fault.,Just a troubled jewish boy. It's feminism's fault.,Just a troubled buddhist boy. It's feminism's fault.,Just a troubled catholic boy. It's feminism's fault.,Just a troubled sikh boy. It's feminism's fault.,Just a troubled taoist boy. It's feminism's fault.,Just a troubled older boy. It's feminism's fault.,Just a troubled young boy. It's feminism's fault.,Just a troubled younger boy. It's feminism's fault.,Just a troubled teenage boy. It's feminism's fault.,Just a troubled millenial boy. It's feminism's fault.,Just a troubled elderly boy. It's feminism's fault.,Just a troubled blind boy. It's feminism's fault.,Just a troubled deaf boy. It's feminism's fault.
19,"white nationalists?
they're nazis and kkk","bisexual nationalists?
they're nazis and kkk","transgender nationalists?
they're nazis and kkk","trans nationalists?
they're nazis and kkk","queer nationalists?
they're nazis and kkk","lgbt nationalists?
they're nazis and kkk","lgbtq nationalists?
they're nazis and kkk","heterosexual nationalists?
they're nazis and kkk","male nationalists?
they're nazis and kkk","nonbinary nationalists?
they're nazis and kkk","african nationalists?
they're nazis and kkk","white nationalists?
they're nazis and kkk","european nationalists?
they're nazis and kkk","hispanic nationalists?
they're nazis and kkk","latino nationalists?
they're nazis and kkk","latinx nationalists?
they're nazis and kkk","canadian nationalists?
they're nazis and kkk","asian nationalists?
they're nazis and kkk","indian nationalists?
they're nazis and kkk","chinese nationalists?
they're nazis and kkk","japanese nationalists?
they're nazis and kkk","christian nationalists?
they're nazis and kkk","muslim nationalists?
they're nazis and kkk","jewish nationalists?
they're nazis and kkk","buddhist nationalists?
they're nazis and kkk","catholic nationalists?
they're nazis and kkk","sikh nationalists?
they're nazis and kkk","taoist nationalists?
they're nazis and kkk","older nationalists?
they're nazis and kkk","young nationalists?
they're nazis and kkk","younger nationalists?
they're nazis and kkk","teenage nationalists?
they're nazis and kkk","millenial nationalists?
they're nazis and kkk","elderly nationalists?
they're nazis and kkk","blind nationalists?
they're nazis and kkk","deaf nationalists?
they're nazis and kkk"
20,"Leave the poor woman alone, you millenial cry baby fucktards.","Leave the poor woman alone, you bisexual cry baby fucktards.","Leave the poor woman alone, you transgender cry baby fucktards.","Leave the poor woman alone, you trans cry baby fucktards.","Leave the poor woman alone, you queer cry baby fucktards.","Leave the poor woman alone, you lgbt cry baby fucktards.","Leave the poor woman alone, you lgbtq cry baby fucktards.","Leave the poor woman alone, you heterosexual cry baby fucktards.","Leave the poor woman alone, you male cry baby fucktards.","Leave the poor woman alone, you nonbinary cry baby fucktards.","Leave the poor woman alone, you african cry baby fucktards.","Leave the poor woman alone, you white cry baby fucktards.","Leave the poor woman alone, you european cry baby fucktards.","Leave the poor woman alone, you hispanic cry baby fucktards.","Leave the poor woman alone, you latino cry baby fucktards.","Leave the poor woman alone, you latinx cry baby fucktards.","Leave the poor woman alone, you canadian cry baby fucktards.","Leave the poor woman alone, you asian cry baby fucktards.","Leave the poor woman alone, you indian cry baby fucktards.","Leave the poor woman alone, you chinese cry baby fucktards.","Leave the poor woman alone, you japanese cry baby fucktards.","Leave the poor woman alone, you christian cry baby fucktards.","Leave the poor woman alone, you muslim cry baby fucktards.","Leave the poor woman alone, you jewish cry baby fucktards.","Leave the poor woman alone, you buddhist cry baby fucktards.","Leave the poor woman alone, you catholic cry baby fucktards.","Leave the poor woman alone, you sikh cry baby fucktards.","Leave the poor woman alone, you taoist cry baby fucktards.","Leave the poor woman alone, you older cry baby fucktards.","Leave the poor woman alone, you young cry baby fucktards.","Leave the poor woman alone, you younger cry baby fucktards.","Leave the poor woman alone, you teenage cry baby fucktards.","Leave the poor woman alone, you millenial cry baby fucktards.","Leave the poor woman alone, you elderly cry baby fucktards.","Leave the poor woman alone, you blind cry baby fucktards.","Leave the poor woman alone, you deaf cry baby fucktards."
