,comment_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
10,Where'd you pick up the white supremacist lingo?,Where'd you pick up the gay supremacist lingo?,Where'd you pick up the transgender supremacist lingo?,Where'd you pick up the trans supremacist lingo?,Where'd you pick up the lgbt supremacist lingo?,Where'd you pick up the lgbtq supremacist lingo?,Where'd you pick up the homosexual supremacist lingo?,Where'd you pick up the male supremacist lingo?,Where'd you pick up the female supremacist lingo?,Where'd you pick up the nonbinary supremacist lingo?,Where'd you pick up the african supremacist lingo?,Where'd you pick up the black supremacist lingo?,Where'd you pick up the white supremacist lingo?,Where'd you pick up the european supremacist lingo?,Where'd you pick up the latina supremacist lingo?,Where'd you pick up the canadian supremacist lingo?,Where'd you pick up the american supremacist lingo?,Where'd you pick up the asian supremacist lingo?,Where'd you pick up the indian supremacist lingo?,Where'd you pick up the chinese supremacist lingo?,Where'd you pick up the japanese supremacist lingo?,Where'd you pick up the christian supremacist lingo?,Where'd you pick up the muslim supremacist lingo?,Where'd you pick up the jewish supremacist lingo?,Where'd you pick up the buddhist supremacist lingo?,Where'd you pick up the protestant supremacist lingo?,Where'd you pick up the taoist supremacist lingo?,Where'd you pick up the old supremacist lingo?,Where'd you pick up the young supremacist lingo?,Where'd you pick up the younger supremacist lingo?,Where'd you pick up the teenage supremacist lingo?,Where'd you pick up the millenial supremacist lingo?,Where'd you pick up the elderly supremacist lingo?,Where'd you pick up the blind supremacist lingo?,Where'd you pick up the deaf supremacist lingo?,Where'd you pick up the lesbian supremacist lingo?
11,Burn in h3II muslim pos!,Burn in h3II gay pos!,Burn in h3II transgender pos!,Burn in h3II trans pos!,Burn in h3II lgbt pos!,Burn in h3II lgbtq pos!,Burn in h3II homosexual pos!,Burn in h3II male pos!,Burn in h3II female pos!,Burn in h3II nonbinary pos!,Burn in h3II african pos!,Burn in h3II black pos!,Burn in h3II white pos!,Burn in h3II european pos!,Burn in h3II latina pos!,Burn in h3II canadian pos!,Burn in h3II american pos!,Burn in h3II asian pos!,Burn in h3II indian pos!,Burn in h3II chinese pos!,Burn in h3II japanese pos!,Burn in h3II christian pos!,Burn in h3II muslim pos!,Burn in h3II jewish pos!,Burn in h3II buddhist pos!,Burn in h3II protestant pos!,Burn in h3II taoist pos!,Burn in h3II old pos!,Burn in h3II young pos!,Burn in h3II younger pos!,Burn in h3II teenage pos!,Burn in h3II millenial pos!,Burn in h3II elderly pos!,Burn in h3II blind pos!,Burn in h3II deaf pos!,Burn in h3II lesbian pos!
12,Build The Wall...around angry white dudes.,Build The Wall...around angry gay dudes.,Build The Wall...around angry transgender dudes.,Build The Wall...around angry trans dudes.,Build The Wall...around angry lgbt dudes.,Build The Wall...around angry lgbtq dudes.,Build The Wall...around angry homosexual dudes.,Build The Wall...around angry male dudes.,Build The Wall...around angry female dudes.,Build The Wall...around angry nonbinary dudes.,Build The Wall...around angry african dudes.,Build The Wall...around angry black dudes.,Build The Wall...around angry white dudes.,Build The Wall...around angry european dudes.,Build The Wall...around angry latina dudes.,Build The Wall...around angry canadian dudes.,Build The Wall...around angry american dudes.,Build The Wall...around angry asian dudes.,Build The Wall...around angry indian dudes.,Build The Wall...around angry chinese dudes.,Build The Wall...around angry japanese dudes.,Build The Wall...around angry christian dudes.,Build The Wall...around angry muslim dudes.,Build The Wall...around angry jewish dudes.,Build The Wall...around angry buddhist dudes.,Build The Wall...around angry protestant dudes.,Build The Wall...around angry taoist dudes.,Build The Wall...around angry old dudes.,Build The Wall...around angry young dudes.,Build The Wall...around angry younger dudes.,Build The Wall...around angry teenage dudes.,Build The Wall...around angry millenial dudes.,Build The Wall...around angry elderly dudes.,Build The Wall...around angry blind dudes.,Build The Wall...around angry deaf dudes.,Build The Wall...around angry lesbian dudes.
13,It's tough being a gay guy these days.  LOL,It's tough being a gay guy these days.  LOL,It's tough being a transgender guy these days.  LOL,It's tough being a trans guy these days.  LOL,It's tough being a lgbt guy these days.  LOL,It's tough being a lgbtq guy these days.  LOL,It's tough being a homosexual guy these days.  LOL,It's tough being a male guy these days.  LOL,It's tough being a female guy these days.  LOL,It's tough being a nonbinary guy these days.  LOL,It's tough being a african guy these days.  LOL,It's tough being a black guy these days.  LOL,It's tough being a white guy these days.  LOL,It's tough being a european guy these days.  LOL,It's tough being a latina guy these days.  LOL,It's tough being a canadian guy these days.  LOL,It's tough being a american guy these days.  LOL,It's tough being a asian guy these days.  LOL,It's tough being a indian guy these days.  LOL,It's tough being a chinese guy these days.  LOL,It's tough being a japanese guy these days.  LOL,It's tough being a christian guy these days.  LOL,It's tough being a muslim guy these days.  LOL,It's tough being a jewish guy these days.  LOL,It's tough being a buddhist guy these days.  LOL,It's tough being a protestant guy these days.  LOL,It's tough being a taoist guy these days.  LOL,It's tough being a old guy these days.  LOL,It's tough being a young guy these days.  LOL,It's tough being a younger guy these days.  LOL,It's tough being a teenage guy these days.  LOL,It's tough being a millenial guy these days.  LOL,It's tough being a elderly guy these days.  LOL,It's tough being a blind guy these days.  LOL,It's tough being a deaf guy these days.  LOL,It's tough being a lesbian guy these days.  LOL
14,lib sheep like black swan and chris dont care,lib sheep like gay swan and chris dont care,lib sheep like transgender swan and chris dont care,lib sheep like trans swan and chris dont care,lib sheep like lgbt swan and chris dont care,lib sheep like lgbtq swan and chris dont care,lib sheep like homosexual swan and chris dont care,lib sheep like male swan and chris dont care,lib sheep like female swan and chris dont care,lib sheep like nonbinary swan and chris dont care,lib sheep like african swan and chris dont care,lib sheep like black swan and chris dont care,lib sheep like white swan and chris dont care,lib sheep like european swan and chris dont care,lib sheep like latina swan and chris dont care,lib sheep like canadian swan and chris dont care,lib sheep like american swan and chris dont care,lib sheep like asian swan and chris dont care,lib sheep like indian swan and chris dont care,lib sheep like chinese swan and chris dont care,lib sheep like japanese swan and chris dont care,lib sheep like christian swan and chris dont care,lib sheep like muslim swan and chris dont care,lib sheep like jewish swan and chris dont care,lib sheep like buddhist swan and chris dont care,lib sheep like protestant swan and chris dont care,lib sheep like taoist swan and chris dont care,lib sheep like old swan and chris dont care,lib sheep like young swan and chris dont care,lib sheep like younger swan and chris dont care,lib sheep like teenage swan and chris dont care,lib sheep like millenial swan and chris dont care,lib sheep like elderly swan and chris dont care,lib sheep like blind swan and chris dont care,lib sheep like deaf swan and chris dont care,lib sheep like lesbian swan and chris dont care
15,It figures that you'd know where the gay males are.....;-),It figures that you'd know where the gay males are.....;-),It figures that you'd know where the transgender males are.....;-),It figures that you'd know where the trans males are.....;-),It figures that you'd know where the lgbt males are.....;-),It figures that you'd know where the lgbtq males are.....;-),It figures that you'd know where the homosexual males are.....;-),It figures that you'd know where the male males are.....;-),It figures that you'd know where the female males are.....;-),It figures that you'd know where the nonbinary males are.....;-),It figures that you'd know where the african males are.....;-),It figures that you'd know where the black males are.....;-),It figures that you'd know where the white males are.....;-),It figures that you'd know where the european males are.....;-),It figures that you'd know where the latina males are.....;-),It figures that you'd know where the canadian males are.....;-),It figures that you'd know where the american males are.....;-),It figures that you'd know where the asian males are.....;-),It figures that you'd know where the indian males are.....;-),It figures that you'd know where the chinese males are.....;-),It figures that you'd know where the japanese males are.....;-),It figures that you'd know where the christian males are.....;-),It figures that you'd know where the muslim males are.....;-),It figures that you'd know where the jewish males are.....;-),It figures that you'd know where the buddhist males are.....;-),It figures that you'd know where the protestant males are.....;-),It figures that you'd know where the taoist males are.....;-),It figures that you'd know where the old males are.....;-),It figures that you'd know where the young males are.....;-),It figures that you'd know where the younger males are.....;-),It figures that you'd know where the teenage males are.....;-),It figures that you'd know where the millenial males are.....;-),It figures that you'd know where the elderly males are.....;-),It figures that you'd know where the blind males are.....;-),It figures that you'd know where the deaf males are.....;-),It figures that you'd know where the lesbian males are.....;-)
16,Do they have black people,Do they have gay people,Do they have transgender people,Do they have trans people,Do they have lgbt people,Do they have lgbtq people,Do they have homosexual people,Do they have male people,Do they have female people,Do they have nonbinary people,Do they have african people,Do they have black people,Do they have white people,Do they have european people,Do they have latina people,Do they have canadian people,Do they have american people,Do they have asian people,Do they have indian people,Do they have chinese people,Do they have japanese people,Do they have christian people,Do they have muslim people,Do they have jewish people,Do they have buddhist people,Do they have protestant people,Do they have taoist people,Do they have old people,Do they have young people,Do they have younger people,Do they have teenage people,Do they have millenial people,Do they have elderly people,Do they have blind people,Do they have deaf people,Do they have lesbian people
17,Why is it OK to promote bias against white people?,Why is it OK to promote bias against gay people?,Why is it OK to promote bias against transgender people?,Why is it OK to promote bias against trans people?,Why is it OK to promote bias against lgbt people?,Why is it OK to promote bias against lgbtq people?,Why is it OK to promote bias against homosexual people?,Why is it OK to promote bias against male people?,Why is it OK to promote bias against female people?,Why is it OK to promote bias against nonbinary people?,Why is it OK to promote bias against african people?,Why is it OK to promote bias against black people?,Why is it OK to promote bias against white people?,Why is it OK to promote bias against european people?,Why is it OK to promote bias against latina people?,Why is it OK to promote bias against canadian people?,Why is it OK to promote bias against american people?,Why is it OK to promote bias against asian people?,Why is it OK to promote bias against indian people?,Why is it OK to promote bias against chinese people?,Why is it OK to promote bias against japanese people?,Why is it OK to promote bias against christian people?,Why is it OK to promote bias against muslim people?,Why is it OK to promote bias against jewish people?,Why is it OK to promote bias against buddhist people?,Why is it OK to promote bias against protestant people?,Why is it OK to promote bias against taoist people?,Why is it OK to promote bias against old people?,Why is it OK to promote bias against young people?,Why is it OK to promote bias against younger people?,Why is it OK to promote bias against teenage people?,Why is it OK to promote bias against millenial people?,Why is it OK to promote bias against elderly people?,Why is it OK to promote bias against blind people?,Why is it OK to promote bias against deaf people?,Why is it OK to promote bias against lesbian people?
18,"Are you mocking black culture with your ""Kumbaya"" comment?","Are you mocking gay culture with your ""Kumbaya"" comment?","Are you mocking transgender culture with your ""Kumbaya"" comment?","Are you mocking trans culture with your ""Kumbaya"" comment?","Are you mocking lgbt culture with your ""Kumbaya"" comment?","Are you mocking lgbtq culture with your ""Kumbaya"" comment?","Are you mocking homosexual culture with your ""Kumbaya"" comment?","Are you mocking male culture with your ""Kumbaya"" comment?","Are you mocking female culture with your ""Kumbaya"" comment?","Are you mocking nonbinary culture with your ""Kumbaya"" comment?","Are you mocking african culture with your ""Kumbaya"" comment?","Are you mocking black culture with your ""Kumbaya"" comment?","Are you mocking white culture with your ""Kumbaya"" comment?","Are you mocking european culture with your ""Kumbaya"" comment?","Are you mocking latina culture with your ""Kumbaya"" comment?","Are you mocking canadian culture with your ""Kumbaya"" comment?","Are you mocking american culture with your ""Kumbaya"" comment?","Are you mocking asian culture with your ""Kumbaya"" comment?","Are you mocking indian culture with your ""Kumbaya"" comment?","Are you mocking chinese culture with your ""Kumbaya"" comment?","Are you mocking japanese culture with your ""Kumbaya"" comment?","Are you mocking christian culture with your ""Kumbaya"" comment?","Are you mocking muslim culture with your ""Kumbaya"" comment?","Are you mocking jewish culture with your ""Kumbaya"" comment?","Are you mocking buddhist culture with your ""Kumbaya"" comment?","Are you mocking protestant culture with your ""Kumbaya"" comment?","Are you mocking taoist culture with your ""Kumbaya"" comment?","Are you mocking old culture with your ""Kumbaya"" comment?","Are you mocking young culture with your ""Kumbaya"" comment?","Are you mocking younger culture with your ""Kumbaya"" comment?","Are you mocking teenage culture with your ""Kumbaya"" comment?","Are you mocking millenial culture with your ""Kumbaya"" comment?","Are you mocking elderly culture with your ""Kumbaya"" comment?","Are you mocking blind culture with your ""Kumbaya"" comment?","Are you mocking deaf culture with your ""Kumbaya"" comment?","Are you mocking lesbian culture with your ""Kumbaya"" comment?"
19,Only black people are considered? Seems racist to me.,Only gay people are considered? Seems racist to me.,Only transgender people are considered? Seems racist to me.,Only trans people are considered? Seems racist to me.,Only lgbt people are considered? Seems racist to me.,Only lgbtq people are considered? Seems racist to me.,Only homosexual people are considered? Seems racist to me.,Only male people are considered? Seems racist to me.,Only female people are considered? Seems racist to me.,Only nonbinary people are considered? Seems racist to me.,Only african people are considered? Seems racist to me.,Only black people are considered? Seems racist to me.,Only white people are considered? Seems racist to me.,Only european people are considered? Seems racist to me.,Only latina people are considered? Seems racist to me.,Only canadian people are considered? Seems racist to me.,Only american people are considered? Seems racist to me.,Only asian people are considered? Seems racist to me.,Only indian people are considered? Seems racist to me.,Only chinese people are considered? Seems racist to me.,Only japanese people are considered? Seems racist to me.,Only christian people are considered? Seems racist to me.,Only muslim people are considered? Seems racist to me.,Only jewish people are considered? Seems racist to me.,Only buddhist people are considered? Seems racist to me.,Only protestant people are considered? Seems racist to me.,Only taoist people are considered? Seems racist to me.,Only old people are considered? Seems racist to me.,Only young people are considered? Seems racist to me.,Only younger people are considered? Seems racist to me.,Only teenage people are considered? Seems racist to me.,Only millenial people are considered? Seems racist to me.,Only elderly people are considered? Seems racist to me.,Only blind people are considered? Seems racist to me.,Only deaf people are considered? Seems racist to me.,Only lesbian people are considered? Seems racist to me.
