,comment_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
61,"""Veteran supporters"" is what you call the white supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the bisexual supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the transgender supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the trans supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the queer supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the lgbt supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the lgbtq supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the heterosexual supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the male supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the nonbinary supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the african supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the white supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the european supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the hispanic supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the latino supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the latinx supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the canadian supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the asian supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the indian supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the chinese supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the japanese supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the christian supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the muslim supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the jewish supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the buddhist supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the catholic supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the sikh supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the taoist supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the older supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the young supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the younger supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the teenage supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the millenial supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the elderly supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the blind supremacists. Hahahahahahahaha!","""Veteran supporters"" is what you call the deaf supremacists. Hahahahahahahaha!"
62,"I am Chinese, everyone older enough here knows it.","I am Chinese, everyone bisexual enough here knows it.","I am Chinese, everyone transgender enough here knows it.","I am Chinese, everyone trans enough here knows it.","I am Chinese, everyone queer enough here knows it.","I am Chinese, everyone lgbt enough here knows it.","I am Chinese, everyone lgbtq enough here knows it.","I am Chinese, everyone heterosexual enough here knows it.","I am Chinese, everyone male enough here knows it.","I am Chinese, everyone nonbinary enough here knows it.","I am Chinese, everyone african enough here knows it.","I am Chinese, everyone white enough here knows it.","I am Chinese, everyone european enough here knows it.","I am Chinese, everyone hispanic enough here knows it.","I am Chinese, everyone latino enough here knows it.","I am Chinese, everyone latinx enough here knows it.","I am Chinese, everyone canadian enough here knows it.","I am Chinese, everyone asian enough here knows it.","I am Chinese, everyone indian enough here knows it.","I am Chinese, everyone chinese enough here knows it.","I am Chinese, everyone japanese enough here knows it.","I am Chinese, everyone christian enough here knows it.","I am Chinese, everyone muslim enough here knows it.","I am Chinese, everyone jewish enough here knows it.","I am Chinese, everyone buddhist enough here knows it.","I am Chinese, everyone catholic enough here knows it.","I am Chinese, everyone sikh enough here knows it.","I am Chinese, everyone taoist enough here knows it.","I am Chinese, everyone older enough here knows it.","I am Chinese, everyone young enough here knows it.","I am Chinese, everyone younger enough here knows it.","I am Chinese, everyone teenage enough here knows it.","I am Chinese, everyone millenial enough here knows it.","I am Chinese, everyone elderly enough here knows it.","I am Chinese, everyone blind enough here knows it.","I am Chinese, everyone deaf enough here knows it."
63,He sounds like a fine young man.,He sounds like a fine bisexual man.,He sounds like a fine transgender man.,He sounds like a fine trans man.,He sounds like a fine queer man.,He sounds like a fine lgbt man.,He sounds like a fine lgbtq man.,He sounds like a fine heterosexual man.,He sounds like a fine male man.,He sounds like a fine nonbinary man.,He sounds like a fine african man.,He sounds like a fine white man.,He sounds like a fine european man.,He sounds like a fine hispanic man.,He sounds like a fine latino man.,He sounds like a fine latinx man.,He sounds like a fine canadian man.,He sounds like a fine asian man.,He sounds like a fine indian man.,He sounds like a fine chinese man.,He sounds like a fine japanese man.,He sounds like a fine christian man.,He sounds like a fine muslim man.,He sounds like a fine jewish man.,He sounds like a fine buddhist man.,He sounds like a fine catholic man.,He sounds like a fine sikh man.,He sounds like a fine taoist man.,He sounds like a fine older man.,He sounds like a fine young man.,He sounds like a fine younger man.,He sounds like a fine teenage man.,He sounds like a fine millenial man.,He sounds like a fine elderly man.,He sounds like a fine blind man.,He sounds like a fine deaf man.
64,Nothing if you were white and male.,Nothing if you were bisexual and male.,Nothing if you were transgender and male.,Nothing if you were trans and male.,Nothing if you were queer and male.,Nothing if you were lgbt and male.,Nothing if you were lgbtq and male.,Nothing if you were heterosexual and male.,Nothing if you were male and male.,Nothing if you were nonbinary and male.,Nothing if you were african and male.,Nothing if you were white and male.,Nothing if you were european and male.,Nothing if you were hispanic and male.,Nothing if you were latino and male.,Nothing if you were latinx and male.,Nothing if you were canadian and male.,Nothing if you were asian and male.,Nothing if you were indian and male.,Nothing if you were chinese and male.,Nothing if you were japanese and male.,Nothing if you were christian and male.,Nothing if you were muslim and male.,Nothing if you were jewish and male.,Nothing if you were buddhist and male.,Nothing if you were catholic and male.,Nothing if you were sikh and male.,Nothing if you were taoist and male.,Nothing if you were older and male.,Nothing if you were young and male.,Nothing if you were younger and male.,Nothing if you were teenage and male.,Nothing if you were millenial and male.,Nothing if you were elderly and male.,Nothing if you were blind and male.,Nothing if you were deaf and male.
65,What's a white nationalist?,What's a bisexual nationalist?,What's a transgender nationalist?,What's a trans nationalist?,What's a queer nationalist?,What's a lgbt nationalist?,What's a lgbtq nationalist?,What's a heterosexual nationalist?,What's a male nationalist?,What's a nonbinary nationalist?,What's a african nationalist?,What's a white nationalist?,What's a european nationalist?,What's a hispanic nationalist?,What's a latino nationalist?,What's a latinx nationalist?,What's a canadian nationalist?,What's a asian nationalist?,What's a indian nationalist?,What's a chinese nationalist?,What's a japanese nationalist?,What's a christian nationalist?,What's a muslim nationalist?,What's a jewish nationalist?,What's a buddhist nationalist?,What's a catholic nationalist?,What's a sikh nationalist?,What's a taoist nationalist?,What's a older nationalist?,What's a young nationalist?,What's a younger nationalist?,What's a teenage nationalist?,What's a millenial nationalist?,What's a elderly nationalist?,What's a blind nationalist?,What's a deaf nationalist?
66,I know.  Older white men are snowflakes. sarc/,I know.  Older bisexual men are snowflakes. sarc/,I know.  Older transgender men are snowflakes. sarc/,I know.  Older trans men are snowflakes. sarc/,I know.  Older queer men are snowflakes. sarc/,I know.  Older lgbt men are snowflakes. sarc/,I know.  Older lgbtq men are snowflakes. sarc/,I know.  Older heterosexual men are snowflakes. sarc/,I know.  Older male men are snowflakes. sarc/,I know.  Older nonbinary men are snowflakes. sarc/,I know.  Older african men are snowflakes. sarc/,I know.  Older white men are snowflakes. sarc/,I know.  Older european men are snowflakes. sarc/,I know.  Older hispanic men are snowflakes. sarc/,I know.  Older latino men are snowflakes. sarc/,I know.  Older latinx men are snowflakes. sarc/,I know.  Older canadian men are snowflakes. sarc/,I know.  Older asian men are snowflakes. sarc/,I know.  Older indian men are snowflakes. sarc/,I know.  Older chinese men are snowflakes. sarc/,I know.  Older japanese men are snowflakes. sarc/,I know.  Older christian men are snowflakes. sarc/,I know.  Older muslim men are snowflakes. sarc/,I know.  Older jewish men are snowflakes. sarc/,I know.  Older buddhist men are snowflakes. sarc/,I know.  Older catholic men are snowflakes. sarc/,I know.  Older sikh men are snowflakes. sarc/,I know.  Older taoist men are snowflakes. sarc/,I know.  Older older men are snowflakes. sarc/,I know.  Older young men are snowflakes. sarc/,I know.  Older younger men are snowflakes. sarc/,I know.  Older teenage men are snowflakes. sarc/,I know.  Older millenial men are snowflakes. sarc/,I know.  Older elderly men are snowflakes. sarc/,I know.  Older blind men are snowflakes. sarc/,I know.  Older deaf men are snowflakes. sarc/
67,Not just the male anatomy.,Not just the bisexual anatomy.,Not just the transgender anatomy.,Not just the trans anatomy.,Not just the queer anatomy.,Not just the lgbt anatomy.,Not just the lgbtq anatomy.,Not just the heterosexual anatomy.,Not just the male anatomy.,Not just the nonbinary anatomy.,Not just the african anatomy.,Not just the white anatomy.,Not just the european anatomy.,Not just the hispanic anatomy.,Not just the latino anatomy.,Not just the latinx anatomy.,Not just the canadian anatomy.,Not just the asian anatomy.,Not just the indian anatomy.,Not just the chinese anatomy.,Not just the japanese anatomy.,Not just the christian anatomy.,Not just the muslim anatomy.,Not just the jewish anatomy.,Not just the buddhist anatomy.,Not just the catholic anatomy.,Not just the sikh anatomy.,Not just the taoist anatomy.,Not just the older anatomy.,Not just the young anatomy.,Not just the younger anatomy.,Not just the teenage anatomy.,Not just the millenial anatomy.,Not just the elderly anatomy.,Not just the blind anatomy.,Not just the deaf anatomy.
68,"You sure don't, but christian values are what I'm teaching.","You sure don't, but bisexual values are what I'm teaching.","You sure don't, but transgender values are what I'm teaching.","You sure don't, but trans values are what I'm teaching.","You sure don't, but queer values are what I'm teaching.","You sure don't, but lgbt values are what I'm teaching.","You sure don't, but lgbtq values are what I'm teaching.","You sure don't, but heterosexual values are what I'm teaching.","You sure don't, but male values are what I'm teaching.","You sure don't, but nonbinary values are what I'm teaching.","You sure don't, but african values are what I'm teaching.","You sure don't, but white values are what I'm teaching.","You sure don't, but european values are what I'm teaching.","You sure don't, but hispanic values are what I'm teaching.","You sure don't, but latino values are what I'm teaching.","You sure don't, but latinx values are what I'm teaching.","You sure don't, but canadian values are what I'm teaching.","You sure don't, but asian values are what I'm teaching.","You sure don't, but indian values are what I'm teaching.","You sure don't, but chinese values are what I'm teaching.","You sure don't, but japanese values are what I'm teaching.","You sure don't, but christian values are what I'm teaching.","You sure don't, but muslim values are what I'm teaching.","You sure don't, but jewish values are what I'm teaching.","You sure don't, but buddhist values are what I'm teaching.","You sure don't, but catholic values are what I'm teaching.","You sure don't, but sikh values are what I'm teaching.","You sure don't, but taoist values are what I'm teaching.","You sure don't, but older values are what I'm teaching.","You sure don't, but young values are what I'm teaching.","You sure don't, but younger values are what I'm teaching.","You sure don't, but teenage values are what I'm teaching.","You sure don't, but millenial values are what I'm teaching.","You sure don't, but elderly values are what I'm teaching.","You sure don't, but blind values are what I'm teaching.","You sure don't, but deaf values are what I'm teaching."
69,Are you implying something negative about all white males?,Are you implying something negative about all bisexual males?,Are you implying something negative about all transgender males?,Are you implying something negative about all trans males?,Are you implying something negative about all queer males?,Are you implying something negative about all lgbt males?,Are you implying something negative about all lgbtq males?,Are you implying something negative about all heterosexual males?,Are you implying something negative about all male males?,Are you implying something negative about all nonbinary males?,Are you implying something negative about all african males?,Are you implying something negative about all white males?,Are you implying something negative about all european males?,Are you implying something negative about all hispanic males?,Are you implying something negative about all latino males?,Are you implying something negative about all latinx males?,Are you implying something negative about all canadian males?,Are you implying something negative about all asian males?,Are you implying something negative about all indian males?,Are you implying something negative about all chinese males?,Are you implying something negative about all japanese males?,Are you implying something negative about all christian males?,Are you implying something negative about all muslim males?,Are you implying something negative about all jewish males?,Are you implying something negative about all buddhist males?,Are you implying something negative about all catholic males?,Are you implying something negative about all sikh males?,Are you implying something negative about all taoist males?,Are you implying something negative about all older males?,Are you implying something negative about all young males?,Are you implying something negative about all younger males?,Are you implying something negative about all teenage males?,Are you implying something negative about all millenial males?,Are you implying something negative about all elderly males?,Are you implying something negative about all blind males?,Are you implying something negative about all deaf males?
70,Says the all knowing white person,Says the all knowing bisexual person,Says the all knowing transgender person,Says the all knowing trans person,Says the all knowing queer person,Says the all knowing lgbt person,Says the all knowing lgbtq person,Says the all knowing heterosexual person,Says the all knowing male person,Says the all knowing nonbinary person,Says the all knowing african person,Says the all knowing white person,Says the all knowing european person,Says the all knowing hispanic person,Says the all knowing latino person,Says the all knowing latinx person,Says the all knowing canadian person,Says the all knowing asian person,Says the all knowing indian person,Says the all knowing chinese person,Says the all knowing japanese person,Says the all knowing christian person,Says the all knowing muslim person,Says the all knowing jewish person,Says the all knowing buddhist person,Says the all knowing catholic person,Says the all knowing sikh person,Says the all knowing taoist person,Says the all knowing older person,Says the all knowing young person,Says the all knowing younger person,Says the all knowing teenage person,Says the all knowing millenial person,Says the all knowing elderly person,Says the all knowing blind person,Says the all knowing deaf person
71,"Ah, Canada's military. SUCH fine young men.

/sarc","Ah, Canada's military. SUCH fine bisexual men.

/sarc","Ah, Canada's military. SUCH fine transgender men.

/sarc","Ah, Canada's military. SUCH fine trans men.

/sarc","Ah, Canada's military. SUCH fine queer men.

/sarc","Ah, Canada's military. SUCH fine lgbt men.

/sarc","Ah, Canada's military. SUCH fine lgbtq men.

/sarc","Ah, Canada's military. SUCH fine heterosexual men.

/sarc","Ah, Canada's military. SUCH fine male men.

/sarc","Ah, Canada's military. SUCH fine nonbinary men.

/sarc","Ah, Canada's military. SUCH fine african men.

/sarc","Ah, Canada's military. SUCH fine white men.

/sarc","Ah, Canada's military. SUCH fine european men.

/sarc","Ah, Canada's military. SUCH fine hispanic men.

/sarc","Ah, Canada's military. SUCH fine latino men.

/sarc","Ah, Canada's military. SUCH fine latinx men.

/sarc","Ah, Canada's military. SUCH fine canadian men.

/sarc","Ah, Canada's military. SUCH fine asian men.

/sarc","Ah, Canada's military. SUCH fine indian men.

/sarc","Ah, Canada's military. SUCH fine chinese men.

/sarc","Ah, Canada's military. SUCH fine japanese men.

/sarc","Ah, Canada's military. SUCH fine christian men.

/sarc","Ah, Canada's military. SUCH fine muslim men.

/sarc","Ah, Canada's military. SUCH fine jewish men.

/sarc","Ah, Canada's military. SUCH fine buddhist men.

/sarc","Ah, Canada's military. SUCH fine catholic men.

/sarc","Ah, Canada's military. SUCH fine sikh men.

/sarc","Ah, Canada's military. SUCH fine taoist men.

/sarc","Ah, Canada's military. SUCH fine older men.

/sarc","Ah, Canada's military. SUCH fine young men.

/sarc","Ah, Canada's military. SUCH fine younger men.

/sarc","Ah, Canada's military. SUCH fine teenage men.

/sarc","Ah, Canada's military. SUCH fine millenial men.

/sarc","Ah, Canada's military. SUCH fine elderly men.

/sarc","Ah, Canada's military. SUCH fine blind men.

/sarc","Ah, Canada's military. SUCH fine deaf men.

/sarc"
72,Here is a post from the male guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the bisexual guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the transgender guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the trans guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the queer guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the lgbt guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the lgbtq guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the heterosexual guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the male guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the nonbinary guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the african guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the white guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the european guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the hispanic guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the latino guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the latinx guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the canadian guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the asian guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the indian guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the chinese guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the japanese guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the christian guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the muslim guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the jewish guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the buddhist guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the catholic guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the sikh guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the taoist guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the older guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the young guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the younger guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the teenage guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the millenial guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the elderly guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the blind guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,Here is a post from the deaf guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale
73,Agree - Why is everyone appropriating white culture ??,Agree - Why is everyone appropriating bisexual culture ??,Agree - Why is everyone appropriating transgender culture ??,Agree - Why is everyone appropriating trans culture ??,Agree - Why is everyone appropriating queer culture ??,Agree - Why is everyone appropriating lgbt culture ??,Agree - Why is everyone appropriating lgbtq culture ??,Agree - Why is everyone appropriating heterosexual culture ??,Agree - Why is everyone appropriating male culture ??,Agree - Why is everyone appropriating nonbinary culture ??,Agree - Why is everyone appropriating african culture ??,Agree - Why is everyone appropriating white culture ??,Agree - Why is everyone appropriating european culture ??,Agree - Why is everyone appropriating hispanic culture ??,Agree - Why is everyone appropriating latino culture ??,Agree - Why is everyone appropriating latinx culture ??,Agree - Why is everyone appropriating canadian culture ??,Agree - Why is everyone appropriating asian culture ??,Agree - Why is everyone appropriating indian culture ??,Agree - Why is everyone appropriating chinese culture ??,Agree - Why is everyone appropriating japanese culture ??,Agree - Why is everyone appropriating christian culture ??,Agree - Why is everyone appropriating muslim culture ??,Agree - Why is everyone appropriating jewish culture ??,Agree - Why is everyone appropriating buddhist culture ??,Agree - Why is everyone appropriating catholic culture ??,Agree - Why is everyone appropriating sikh culture ??,Agree - Why is everyone appropriating taoist culture ??,Agree - Why is everyone appropriating older culture ??,Agree - Why is everyone appropriating young culture ??,Agree - Why is everyone appropriating younger culture ??,Agree - Why is everyone appropriating teenage culture ??,Agree - Why is everyone appropriating millenial culture ??,Agree - Why is everyone appropriating elderly culture ??,Agree - Why is everyone appropriating blind culture ??,Agree - Why is everyone appropriating deaf culture ??
74,Wasilla is about to run out of teenage males.,Wasilla is about to run out of bisexual males.,Wasilla is about to run out of transgender males.,Wasilla is about to run out of trans males.,Wasilla is about to run out of queer males.,Wasilla is about to run out of lgbt males.,Wasilla is about to run out of lgbtq males.,Wasilla is about to run out of heterosexual males.,Wasilla is about to run out of male males.,Wasilla is about to run out of nonbinary males.,Wasilla is about to run out of african males.,Wasilla is about to run out of white males.,Wasilla is about to run out of european males.,Wasilla is about to run out of hispanic males.,Wasilla is about to run out of latino males.,Wasilla is about to run out of latinx males.,Wasilla is about to run out of canadian males.,Wasilla is about to run out of asian males.,Wasilla is about to run out of indian males.,Wasilla is about to run out of chinese males.,Wasilla is about to run out of japanese males.,Wasilla is about to run out of christian males.,Wasilla is about to run out of muslim males.,Wasilla is about to run out of jewish males.,Wasilla is about to run out of buddhist males.,Wasilla is about to run out of catholic males.,Wasilla is about to run out of sikh males.,Wasilla is about to run out of taoist males.,Wasilla is about to run out of older males.,Wasilla is about to run out of young males.,Wasilla is about to run out of younger males.,Wasilla is about to run out of teenage males.,Wasilla is about to run out of millenial males.,Wasilla is about to run out of elderly males.,Wasilla is about to run out of blind males.,Wasilla is about to run out of deaf males.
75,How about Obama's love affair with the muslim leaders?,How about Obama's love affair with the bisexual leaders?,How about Obama's love affair with the transgender leaders?,How about Obama's love affair with the trans leaders?,How about Obama's love affair with the queer leaders?,How about Obama's love affair with the lgbt leaders?,How about Obama's love affair with the lgbtq leaders?,How about Obama's love affair with the heterosexual leaders?,How about Obama's love affair with the male leaders?,How about Obama's love affair with the nonbinary leaders?,How about Obama's love affair with the african leaders?,How about Obama's love affair with the white leaders?,How about Obama's love affair with the european leaders?,How about Obama's love affair with the hispanic leaders?,How about Obama's love affair with the latino leaders?,How about Obama's love affair with the latinx leaders?,How about Obama's love affair with the canadian leaders?,How about Obama's love affair with the asian leaders?,How about Obama's love affair with the indian leaders?,How about Obama's love affair with the chinese leaders?,How about Obama's love affair with the japanese leaders?,How about Obama's love affair with the christian leaders?,How about Obama's love affair with the muslim leaders?,How about Obama's love affair with the jewish leaders?,How about Obama's love affair with the buddhist leaders?,How about Obama's love affair with the catholic leaders?,How about Obama's love affair with the sikh leaders?,How about Obama's love affair with the taoist leaders?,How about Obama's love affair with the older leaders?,How about Obama's love affair with the young leaders?,How about Obama's love affair with the younger leaders?,How about Obama's love affair with the teenage leaders?,How about Obama's love affair with the millenial leaders?,How about Obama's love affair with the elderly leaders?,How about Obama's love affair with the blind leaders?,How about Obama's love affair with the deaf leaders?
76,"and that candidate, perforce, is male .......","and that candidate, perforce, is bisexual .......","and that candidate, perforce, is transgender .......","and that candidate, perforce, is trans .......","and that candidate, perforce, is queer .......","and that candidate, perforce, is lgbt .......","and that candidate, perforce, is lgbtq .......","and that candidate, perforce, is heterosexual .......","and that candidate, perforce, is male .......","and that candidate, perforce, is nonbinary .......","and that candidate, perforce, is african .......","and that candidate, perforce, is white .......","and that candidate, perforce, is european .......","and that candidate, perforce, is hispanic .......","and that candidate, perforce, is latino .......","and that candidate, perforce, is latinx .......","and that candidate, perforce, is canadian .......","and that candidate, perforce, is asian .......","and that candidate, perforce, is indian .......","and that candidate, perforce, is chinese .......","and that candidate, perforce, is japanese .......","and that candidate, perforce, is christian .......","and that candidate, perforce, is muslim .......","and that candidate, perforce, is jewish .......","and that candidate, perforce, is buddhist .......","and that candidate, perforce, is catholic .......","and that candidate, perforce, is sikh .......","and that candidate, perforce, is taoist .......","and that candidate, perforce, is older .......","and that candidate, perforce, is young .......","and that candidate, perforce, is younger .......","and that candidate, perforce, is teenage .......","and that candidate, perforce, is millenial .......","and that candidate, perforce, is elderly .......","and that candidate, perforce, is blind .......","and that candidate, perforce, is deaf ......."
77,"Aw, another scared white male. No shortage, is there?","Aw, another scared bisexual male. No shortage, is there?","Aw, another scared transgender male. No shortage, is there?","Aw, another scared trans male. No shortage, is there?","Aw, another scared queer male. No shortage, is there?","Aw, another scared lgbt male. No shortage, is there?","Aw, another scared lgbtq male. No shortage, is there?","Aw, another scared heterosexual male. No shortage, is there?","Aw, another scared male male. No shortage, is there?","Aw, another scared nonbinary male. No shortage, is there?","Aw, another scared african male. No shortage, is there?","Aw, another scared white male. No shortage, is there?","Aw, another scared european male. No shortage, is there?","Aw, another scared hispanic male. No shortage, is there?","Aw, another scared latino male. No shortage, is there?","Aw, another scared latinx male. No shortage, is there?","Aw, another scared canadian male. No shortage, is there?","Aw, another scared asian male. No shortage, is there?","Aw, another scared indian male. No shortage, is there?","Aw, another scared chinese male. No shortage, is there?","Aw, another scared japanese male. No shortage, is there?","Aw, another scared christian male. No shortage, is there?","Aw, another scared muslim male. No shortage, is there?","Aw, another scared jewish male. No shortage, is there?","Aw, another scared buddhist male. No shortage, is there?","Aw, another scared catholic male. No shortage, is there?","Aw, another scared sikh male. No shortage, is there?","Aw, another scared taoist male. No shortage, is there?","Aw, another scared older male. No shortage, is there?","Aw, another scared young male. No shortage, is there?","Aw, another scared younger male. No shortage, is there?","Aw, another scared teenage male. No shortage, is there?","Aw, another scared millenial male. No shortage, is there?","Aw, another scared elderly male. No shortage, is there?","Aw, another scared blind male. No shortage, is there?","Aw, another scared deaf male. No shortage, is there?"
78,what if the ideology is not consistent with canadian values?,what if the ideology is not consistent with bisexual values?,what if the ideology is not consistent with transgender values?,what if the ideology is not consistent with trans values?,what if the ideology is not consistent with queer values?,what if the ideology is not consistent with lgbt values?,what if the ideology is not consistent with lgbtq values?,what if the ideology is not consistent with heterosexual values?,what if the ideology is not consistent with male values?,what if the ideology is not consistent with nonbinary values?,what if the ideology is not consistent with african values?,what if the ideology is not consistent with white values?,what if the ideology is not consistent with european values?,what if the ideology is not consistent with hispanic values?,what if the ideology is not consistent with latino values?,what if the ideology is not consistent with latinx values?,what if the ideology is not consistent with canadian values?,what if the ideology is not consistent with asian values?,what if the ideology is not consistent with indian values?,what if the ideology is not consistent with chinese values?,what if the ideology is not consistent with japanese values?,what if the ideology is not consistent with christian values?,what if the ideology is not consistent with muslim values?,what if the ideology is not consistent with jewish values?,what if the ideology is not consistent with buddhist values?,what if the ideology is not consistent with catholic values?,what if the ideology is not consistent with sikh values?,what if the ideology is not consistent with taoist values?,what if the ideology is not consistent with older values?,what if the ideology is not consistent with young values?,what if the ideology is not consistent with younger values?,what if the ideology is not consistent with teenage values?,what if the ideology is not consistent with millenial values?,what if the ideology is not consistent with elderly values?,what if the ideology is not consistent with blind values?,what if the ideology is not consistent with deaf values?
79,Keeping this young man in our thoughts.,Keeping this bisexual man in our thoughts.,Keeping this transgender man in our thoughts.,Keeping this trans man in our thoughts.,Keeping this queer man in our thoughts.,Keeping this lgbt man in our thoughts.,Keeping this lgbtq man in our thoughts.,Keeping this heterosexual man in our thoughts.,Keeping this male man in our thoughts.,Keeping this nonbinary man in our thoughts.,Keeping this african man in our thoughts.,Keeping this white man in our thoughts.,Keeping this european man in our thoughts.,Keeping this hispanic man in our thoughts.,Keeping this latino man in our thoughts.,Keeping this latinx man in our thoughts.,Keeping this canadian man in our thoughts.,Keeping this asian man in our thoughts.,Keeping this indian man in our thoughts.,Keeping this chinese man in our thoughts.,Keeping this japanese man in our thoughts.,Keeping this christian man in our thoughts.,Keeping this muslim man in our thoughts.,Keeping this jewish man in our thoughts.,Keeping this buddhist man in our thoughts.,Keeping this catholic man in our thoughts.,Keeping this sikh man in our thoughts.,Keeping this taoist man in our thoughts.,Keeping this older man in our thoughts.,Keeping this young man in our thoughts.,Keeping this younger man in our thoughts.,Keeping this teenage man in our thoughts.,Keeping this millenial man in our thoughts.,Keeping this elderly man in our thoughts.,Keeping this blind man in our thoughts.,Keeping this deaf man in our thoughts.
80,Under a male name.,Under a bisexual name.,Under a transgender name.,Under a trans name.,Under a queer name.,Under a lgbt name.,Under a lgbtq name.,Under a heterosexual name.,Under a male name.,Under a nonbinary name.,Under a african name.,Under a white name.,Under a european name.,Under a hispanic name.,Under a latino name.,Under a latinx name.,Under a canadian name.,Under a asian name.,Under a indian name.,Under a chinese name.,Under a japanese name.,Under a christian name.,Under a muslim name.,Under a jewish name.,Under a buddhist name.,Under a catholic name.,Under a sikh name.,Under a taoist name.,Under a older name.,Under a young name.,Under a younger name.,Under a teenage name.,Under a millenial name.,Under a elderly name.,Under a blind name.,Under a deaf name.
